movie_id,actor_name
3392,Ed Begley Jr.
3392,Linda Hunt
3392,Sylvia Miles
3393,Michael E. Knight
3393,Phoebe Cates
3393,Emmanuelle Béart
3393,David Dukes
3393,Vinny Argiro
3394,Kim Basinger
3394,Bruce Willis
3394,John Larroquette
3394,William Daniels
3394,George Coe
3395,Jeff Bridges
3395,Kim Basinger
3395,Rip Torn
3395,Gwen Verdon
3395,Glenne Headly
3396,Jim Henson
3396,Frank Oz
3396,Jerry Nelson
3396,Richard Hunt
3396,Dave Goelz
3397,Jim Henson
3397,Frank Oz
3397,Dave Goelz
3397,Jerry Nelson
3397,Richard Hunt
3398,Jim Henson
3398,Frank Oz
3398,Dave Goelz
3398,Steve Whitmire
3398,Richard Hunt
3400,John Goodman
3400,Blaze Berdahl
3400,Rhea Perlman
3400,Jay Leno
3400,René Le Vant
3401,William Katt
3401,Sean Young
3401,Patrick McGoohan
3401,Julian Fellowes
3401,Edward Hardwicke
3402,Glenda Jackson
3402,Ben Kingsley
3402,Richard Johnson
3402,Michael Gambon
3402,Rosemary Leach
3403,Jason Robards
3403,Richard Jordan
3403,David Selby
3403,Anne Archer
3403,Alec Guinness
3404,Clifton Webb
3404,Barbara Stanwyck
3404,Robert Wagner
3404,Audrey Dalton
3404,Thelma Ritter
3405,Kenneth More
3405,Ronald Allen
3405,Robert Ayres
3405,Honor Blackman
3405,Anthony Bushell
3406,Gregory Peck
3406,Virginia Mayo
3406,Robert Beatty
3406,Moultrie Kelsall
3406,Terence Morgan
3408,Julia Roberts
3408,Albert Finney
3408,Aaron Eckhart
3408,Marg Helgenberger
3408,Cherry Jones
3409,Devon Sawa
3409,Ali Larter
3409,Kerr Smith
3409,Kristen Cloke
3409,Seann William Scott
3410,Jeanie Drynan
3410,Linal Haft
3410,Russell Dykstra
3410,Geneviève Lemon
3410,Sacha Horler
3412,Tchéky Karyo
3412,Jack Wallace
3412,André Lacombe
3412,Bart the Bear
3412,Youk the Bear
3422,Tracy Camilla Johns
3422,Tommy Redmond Hicks
3422,John Canada Terrell
3422,Spike Lee
3422,Raye Dowell
3423,Laurence Fishburne
3423,Giancarlo Esposito
3423,Tisha Campbell
3423,Ossie Davis
3423,Joe Seneca
3424,Danny Aiello
3424,Spike Lee
3424,Ossie Davis
3424,Richard Edson
3424,John Turturro
3425,Denzel Washington
3425,Spike Lee
3425,Wesley Snipes
3425,Giancarlo Esposito
3425,John Turturro
3426,Wesley Snipes
3426,Annabella Sciorra
3426,Spike Lee
3426,Ossie Davis
3426,Ruby Dee
3428,Jon Voight
3428,Faye Dunaway
3428,Rick Schroder
3428,Jack Warden
3428,Arthur Hill
3429,Julie Sedgewick
3430,Charles Bronson
3430,Hope Lange
3430,Vincent Gardenia
3430,Steven Keats
3430,William Redfield
3431,Charles Bronson
3431,Jill Ireland
3431,Vincent Gardenia
3431,J.D. Cannon
3431,Anthony Franciosa
3432,Charles Bronson
3432,Deborah Raffin
3432,Ed Lauter
3432,Martin Balsam
3432,Gavan O'Herlihy
3433,Charles Bronson
3433,Kay Lenz
3433,John P. Ryan
3433,Perry Lopez
3433,George Dickerson
3434,Charles Bronson
3434,Lesley-Anne Down
3434,Michael Parks
3434,Chuck Shamata
3434,Robert Joy
3435,Fred MacMurray
3435,Barbara Stanwyck
3435,Edward G. Robinson
3435,Porter Hall
3435,Jean Heather
3436,Julia Roberts
3436,Campbell Scott
3436,Vincent D'Onofrio
3436,Colleen Dewhurst
3436,David Selby
3438,Brian Tochi
3438,Josh Pais
3438,Corey Feldman
3438,Robbie Rist
3438,Judith Hoag
3439,Brian Tochi
3439,Laurie Faso
3439,Robbie Rist
3439,Adam Carl
3439,Paige Turco
3440,Brian Tochi
3440,Tim Kelleher
3440,Corey Feldman
3440,Robbie Rist
3440,Paige Turco
3441,Patrick Swayze
3441,Charlie Sheen
3441,C. Thomas Howell
3441,Lea Thompson
3441,Darren Dalton
3442,Stephen Lang
3442,Michael Carmine
3442,Lauren Holly
3442,John Cameron Mitchell
3442,Danny Quinn
3444,Jean-Claude Van Damme
3444,Bolo Yeung
3444,Donald Gibb
3444,Leah Ayres
3444,Norman Burton
3445,Faye Dunaway
3445,Tommy Lee Jones
3445,Brad Dourif
3445,René Auberjonois
3445,Raúl Juliá
3446,Oliver Platt
3446,Jerry Lewis
3446,Lee Evans
3446,Leslie Caron
3446,Richard Griffiths
3447,Paul Muni
3447,Luise Rainer
3447,Walter Connolly
3447,Tilly Losch
3447,Charley Grapewin
3448,Robin Williams
3448,Forest Whitaker
3448,Tom T. Tran
3448,Chintara Sukapatana
3448,Bruno Kirby
3449,Diane Keaton
3449,Liam Neeson
3449,Jason Robards
3449,Ralph Bellamy
3449,Teresa Wright
3450,Jack Lemmon
3450,Walter Matthau
3450,Ann-Margret
3450,Burgess Meredith
3450,Daryl Hannah
3451,Spencer Tracy
3451,Sidney Poitier
3451,Katharine Hepburn
3451,Katharine Houghton
3451,Cecil Kellaway
3452,Jet Li
3452,Aaliyah
3452,Isaiah Washington
3452,Russell Wong
3452,DMX
3453,Leelee Sobieski
3453,Chris Klein
3453,Josh Hartnett
3453,Michael Rooker
3453,Annie Corley
3454,Jodi Lyn O'Keefe
3454,Shane West
3454,Marla Sokoloff
3454,James Franco
3454,Aaron Paul
3455,Emmanuelle Seigner
3455,Susan Tyrrell
3455,Aidan Gillen
3455,Mark Boone Junior
3455,Darryl Henriques
3456,Hossein Mahjoub
3456,Mohsen Ramezani
3456,Salameh Feyzi
3456,Farahnaz Safari
3456,Elham Sharifi
3459,Gabriel Byrne
3459,Julian Sands
3459,Natasha Richardson
3459,Myriam Cyr
3459,Timothy Spall
3461,James Aubrey
3461,Tom Chapin
3461,Hugh Edwards
3461,Roger Elwin
3461,Tom Gaman
3462,Charlie Chaplin
3462,Paulette Goddard
3462,Henry Bergman
3462,Tiny Sandford
3462,Chester Conklin
3466,Robert Downey Jr.
3466,Charles Grodin
3466,Alfre Woodard
3466,Kyra Sedgwick
3466,Tom Sizemore
3467,Paul Newman
3467,Melvyn Douglas
3467,Patricia Neal
3467,Brandon De Wilde
3467,Whit Bissell
3468,Paul Newman
3468,Jackie Gleason
3468,Piper Laurie
3468,George C. Scott
3468,Myron McCormick
3469,Spencer Tracy
3469,Fredric March
3469,Gene Kelly
3469,Dick York
3469,Donna Anderson
3470,Yuriy Solomin
3470,Maksim Munzuk
3470,Mikhail Bychkov
3470,B. Khorulev
3470,Vladimir Kremena
3471,Richard Dreyfuss
3471,François Truffaut
3471,Teri Garr
3471,Melinda Dillon
3471,Bob Balaban
3473,Myriam Boyer
3473,Jean-Luc Bideau
3473,Miou-Miou
3473,Rufus
3473,Jacques Denis
3474,Jim Belushi
3474,Kylie Travis
3474,Shannon Whirry
3474,Frank Whaley
3474,Jesse Borrego
3475,Montgomery Clift
3475,Elizabeth Taylor
3475,Shelley Winters
3475,Anne Revere
3475,Keefe Brasselle
3476,Tim Robbins
3476,Elizabeth Peña
3476,Danny Aiello
3476,Matt Craven
3476,Pruitt Taylor Vince
3477,Liv Tyler
3477,Robin Tunney
3477,Renée Zellweger
3477,Ethan Embry
3477,Rory Cochrane
3478,Lou Diamond Phillips
3478,Danielle von Zerneck
3478,Elizabeth Peña
3478,Rosanna DeSoto
3478,Esai Morales
3479,Matthew Broderick
3479,Rutger Hauer
3479,Michelle Pfeiffer
3479,Alfred Molina
3479,John Wood
3480,Corey Haim
3480,Kerri Green
3480,Charlie Sheen
3480,Winona Ryder
3480,Courtney Thorne-Smith
3481,John Cusack
3481,Iben Hjejle
3481,Todd Louiso
3481,Jack Black
3481,Lisa Bonet
3483,Kenneth Branagh
3483,Kevin Kline
3483,Rosie Perez
3483,Armand Assante
3483,Edward James Olmos
3484,Joshua Jackson
3484,Paul Walker
3484,Hill Harper
3484,Leslie Bibb
3484,Christopher McDonald
3489,Dustin Hoffman
3489,Robin Williams
3489,Julia Roberts
3489,Bob Hoskins
3489,Maggie Smith
3492,Rudolph Valentino
3492,Vilma Banky
3492,George Fawcett
3492,Montagu Love
3492,Agnes Ayres
3499,James Caan
3499,Kathy Bates
3499,Richard Farnsworth
3499,Frances Sternhagen
3499,Lauren Bacall
3506,Nick Nolte
3506,Mac Davis
3506,Charles Durning
3506,Dayle Haddon
3506,Bo Svenson
3507,Jack Lemmon
3507,Walter Matthau
3507,John Fiedler
3507,Herb Edelman
3507,David Sheiner
3516,James Stewart
3516,Kim Novak
3516,Jack Lemmon
3516,Ernie Kovacs
3516,Hermione Gingold
3519,Robert Shaw
3519,Harrison Ford
3519,Barbara Bach
3519,Edward Fox
3519,Franco Nero
3521,Youki Kudoh
3521,Masatoshi Nagase
3521,Screamin' Jay Hawkins
3521,Cinqué Lee
3521,Nicoletta Braschi
3524,Dudley Moore
3524,Liza Minnelli
3524,John Gielgud
3524,Geraldine Fitzgerald
3524,Jill Eikenberry
3525,Tom Hanks
3525,Tawny Kitaen
3525,Adrian Zmed
3525,George Grizzard
3525,Barbara Stuart
3526,Steve Martin
3526,Mary Steenburgen
3526,Dianne Wiest
3526,Jason Robards
3526,Rick Moranis
3527,Arnold Schwarzenegger
3527,Carl Weathers
3527,Kevin Peter Hall
3527,Elpidia Carrillo
3527,Bill Duke
3528,Nick Nolte
3528,Barbra Streisand
3528,Blythe Danner
3528,Kate Nelligan
3528,Jeroen Krabbé
3529,Jack Nicholson
3529,Jessica Lange
3529,John Colicos
3529,Michael Lerner
3529,John P. Ryan
3531,Emmanuelle Chaulet
3531,Stephen Lack
3531,Katie Garner
3531,Grace Phillips
3531,Laurel Lee Kiefer
3534,Sandra Bullock
3534,Viggo Mortensen
3534,Dominic West
3534,Elizabeth Perkins
3534,Azura Skye
3535,Christian Bale
3535,Justin Theroux
3535,Josh Lucas
3535,Bill Sage
3535,Chloë Sevigny
3536,Ben Stiller
3536,Edward Norton
3536,Jenna Elfman
3536,Anne Bancroft
3536,Eli Wallach
3537,Paul Newman
3537,Linda Fiorentino
3537,Dermot Mulroney
3537,Susan Barnes
3537,Anne Pitoniak
3538,Om Puri
3538,Linda Bassett
3538,Ian Aspinall
3538,Jimi Mistry
3538,Archie Panjabi
3539,John Lydon
3539,Steve Jones
3539,Paul Cook
3539,Glen Matlock
3539,Sid Vicious
3543,Steve Guttenberg
3543,Daniel Stern
3543,Mickey Rourke
3543,Kevin Bacon
3543,Tim Daly
3544,Bobcat Goldthwait
3544,Julie Brown
3544,Bruce Baum
3544,Steve Bean
3544,Kathy Griffin
3545,Liza Minnelli
3545,Michael York
3545,Helmut Griem
3545,Joel Grey
3545,Fritz Wepper
3546,Bette Davis
3546,Joan Crawford
3546,Victor Buono
3546,Wesley Addy
3546,Julie Allred
3548,Rosalind Russell
3548,Forrest Tucker
3548,Coral Browne
3548,Fred Clark
3548,Roger Smith
3549,Marlon Brando
3549,Jean Simmons
3549,Frank Sinatra
3549,Vivian Blaine
3549,Robert Keith
3550,Catherine Deneuve
3550,David Bowie
3550,Susan Sarandon
3550,Cliff DeYoung
3550,Beth Ehlers
3551,Dustin Hoffman
3551,Laurence Olivier
3551,Roy Scheider
3551,William Devane
3551,Marthe Keller
3552,Chevy Chase
3552,Rodney Dangerfield
3552,Ted Knight
3552,Bill Murray
3552,Michael O'Keefe
3553,James Marsden
3553,Lena Headey
3553,Norman Reedus
3553,Kate Hudson
3553,Eric Bogosian
3554,Sanaa Lathan
3554,Omar Epps
3554,Chris Warren
3554,Kyla Pratt
3554,Alfre Woodard
3555,Matthew McConaughey
3555,Bill Paxton
3555,Harvey Keitel
3555,Jon Bon Jovi
3555,David Keith
3556,James Woods
3556,Kathleen Turner
3556,Kirsten Dunst
3556,Josh Hartnett
3556,Michael Paré
3557,Andy García
3557,Lance Henriksen
3557,Uma Thurman
3557,Graham Beckel
3557,Kathy Baker
3559,Charlie Chaplin
3559,Claire Bloom
3559,Nigel Bruce
3559,Buster Keaton
3559,Sydney Chaplin
3563,Eric Mabius
3563,Kirsten Dunst
3563,Jodi Lyn O'Keefe
3563,William Atherton
3563,Grant Shaud
3564,Mark Addy
3564,Stephen Baldwin
3564,Kristen Johnston
3564,Jane Krakowski
3564,Joan Collins
3565,Natalie Portman
3565,Ashley Judd
3565,Stockard Channing
3565,Joan Cusack
3565,Sally Field
3567,Amy Irving
3567,Antônio Fagundes
3567,Alexandre Borges
3567,Débora Bloch
3567,Drica Moraes
3568,Derick Martini
3568,Amy Hathaway
3568,Steven Martini
3568,Wilda Taylor
3568,Rena Riffel
3569,Bodil Jørgensen
3569,Jens Albinus
3569,Anne Louise Hassing
3569,Troels Lyby
3569,Nikolaj Lie Kaas
3571,Xander Berkeley
3571,Golden Brooks
3571,Saffron Burrows
3571,Viveka Davis
3571,Richard Edson
3572,Diane Ladd
3572,Raphael Sbarge
3572,Jennifer Runyon
3572,Harrison Page
3572,Ned Bellamy
3573,John Savage
3573,Cliff DeYoung
3573,Don Stroud
3573,Arabella Holzbog
3573,Rick Dean
3574,Scott Valentine
3574,Janet Gunn
3574,Rick Dean
3574,Anthony Peck
3574,Rodger Halston
3576,Kyle MacLachlan
3576,Michael Nouri
3576,Claudia Christian
3576,Clarence Felder
3576,Clu Gulager
3577,Sherilyn Fenn
3577,Richard Tyson
3577,Louise Fletcher
3577,Burl Ives
3577,Kristy McNichol
3578,Russell Crowe
3578,Joaquin Phoenix
3578,Connie Nielsen
3578,Oliver Reed
3578,Richard Harris
3580,Kristin Scott Thomas
3580,Sean Penn
3580,Anne Bancroft
3580,James Fox
3580,Derek Jacobi
3581,John Simm
3581,Shaun Parkes
3581,Nicola Reynolds
3581,Lorraine Pilkington
3581,Danny Dyer
3584,Richard Gere
3584,Valérie Kaprisky
3584,Art Metrano
3584,John P. Ryan
3584,William Tepper
3586,Ray Sharkey
3586,Peter Gallagher
3586,Joe Pantoliano
3586,Paul Land
3586,JoJo D'Amore
3587,Leigh McCloskey
3587,Irene Miracle
3587,Eleonora Giorgi
3587,Daria Nicolodi
3587,Sacha Pitoëff
3590,Perry King
3590,Sylvester Stallone
3590,Henry Winkler
3590,Paul Mace
3590,Susan Blakely
3591,Michael Keaton
3591,Teri Garr
3591,Frederick Koehler
3591,Taliesin Jaffe
3591,Courtney-Jane White
3592,Jean Valmont
3592,Michel Elias
3592,Frédéric Legros
3592,Yves-Marie Maurin
3592,Monique Thierry
3593,John Travolta
3593,Barry Pepper
3593,Forest Whitaker
3593,Kim Coates
3593,Sabine Karsenti
3594,Amanda Schull
3594,Zoe Saldaña
3594,Peter Gallagher
3594,Ethan Stiefel
3594,Donna Murphy
3596,Norm Macdonald
3596,Dave Chappelle
3596,Danny DeVito
3596,Elaine Stritch
3596,Daniel Benzali
3597,Amanda Peet
3597,Brian Van Holt
3597,Jonathan Abrahams
3597,Zorie Barber
3597,Judah Domke
3598,Ethan Hawke
3598,Kyle MacLachlan
3598,Diane Venora
3598,Sam Shepard
3598,Bill Murray
3599,Frank Sinatra
3599,Kathryn Grayson
3599,Gene Kelly
3599,José Iturbi
3599,Dean Stockwell
3604,Rosalind Russell
3604,Natalie Wood
3604,Diane Pace
3604,Karl Malden
3604,Ann Jillian
3606,Gene Kelly
3606,Frank Sinatra
3606,Betty Garrett
3606,Ann Miller
3606,Jules Munshin
3608,Paul Reubens
3608,Elizabeth Daily
3608,Mark Holton
3608,Diane Salinger
3608,Judd Omen
3614,Nicolas Cage
3614,Sarah Jessica Parker
3614,James Caan
3614,Pat Morita
3614,Johnny Williams
3615,D.B. Sweeney
3615,Alfre Woodard
3615,Ossie Davis
3615,Max Casella
3615,Hayden Panettiere
3616,Jason Biggs
3616,Mena Suvari
3616,Zak Orth
3616,Thomas Sadoski
3616,Jimmi Simpson
3617,Breckin Meyer
3617,Seann William Scott
3617,Amy Smart
3617,Paulo Costanzo
3617,DJ Qualls
3618,Woody Allen
3618,Tracey Ullman
3618,Michael Rapaport
3618,Tony Darrow
3618,Jon Lovitz
3619,Robert Wuhl
3619,Tony Danza
3619,Fran Drescher
3619,Michelle Pfeiffer
3619,Joyce Hyser
3622,Ron Moody
3622,Frank Langella
3622,Dom DeLuise
3622,Andréas Voutsinas
3622,Diana Coupland
3623,Tom Cruise
3623,Dougray Scott
3623,Thandiwe Newton
3623,Ving Rhames
3623,Richard Roxburgh
3624,Jackie Chan
3624,Owen Wilson
3624,Lucy Liu
3624,Xander Berkeley
3624,Roger Yuan
3626,John Standing
3626,Matthew Delamere
3626,Vivian Wu
3626,Annie Shizuka Inoh
3626,Toni Collette
3627,Candace Hilligoss
3627,Herk Harvey
3627,Sidney Berger
3627,Frances Feist
3627,Art Ellison
3628,John Wayne
3628,John Carroll
3628,Anna Lee
3628,Paul Kelly
3628,Gordon Jones
3629,Charlie Chaplin
3629,Mack Swain
3629,Tom Murray
3629,Henry Bergman
3629,Malcolm Waite
3632,Charlie Chaplin
3632,Mady Correll
3632,Allison Roddan
3632,Robert Lewis
3632,Audrey Betz
3633,George Lazenby
3633,Diana Rigg
3633,Telly Savalas
3633,Gabriele Ferzetti
3633,Ilse Steppat
3634,Burt Lancaster
3634,Kirk Douglas
3634,Fredric March
3634,Ava Gardner
3634,Edmond O'Brien
3635,Roger Moore
3635,Barbara Bach
3635,Curd Jürgens
3635,Richard Kiel
3635,Caroline Munro
3637,Sandrine Bonnaire
3637,Macha Méril
3637,Yolande Moreau
3637,Stéphane Freiss
3637,Setti Ramdane
3638,Roger Moore
3638,Lois Chiles
3638,Michael Lonsdale
3638,Richard Kiel
3638,Corinne Cléry
3639,Roger Moore
3639,Christopher Lee
3639,Britt Ekland
3639,Maud Adams
3639,Hervé Villechaize
3640,Charlie Chaplin
3640,Maxine Audley
3640,Jerry Desmonde
3640,Oliver Johnston
3640,Dawn Addams
3641,Edna Purviance
3641,Clarence Geldart
3641,Carl Miller
3641,Lydia Knott
3641,Charles K. French
3643,John Wayne
3643,Susan Hayward
3643,Dennis O'Keefe
3643,William Frawley
3643,Leonid Kinskey
3646,Martin Lawrence
3646,Nia Long
3646,Paul Giamatti
3646,Jascha Washington
3646,Terrence Howard
3648,Forrest Tucker
3648,Peter Cushing
3648,Arnold Marlé
3648,Maureen Connell
3648,Richard Wattis
3649,Richard Gere
3649,Lauren Hutton
3649,Hector Elizondo
3649,Nina van Pallandt
3649,Bill Duke
3652,Christopher George
3652,Catriona MacColl
3652,Carlo De Mejo
3652,Giovanni Lombardo Radice
3652,Janet Ågren
3653,Michael Hynson
3653,Robert August
3653,Lord James Blears
3653,Bruce Brown
3653,Chip Fitzwater
3654,Gregory Peck
3654,David Niven
3654,Anthony Quinn
3654,Stanley Baker
3654,Anthony Quayle
3655,Marcello Mastroianni
3655,Ugo Tognazzi
3655,Michel Piccoli
3655,Philippe Noiret
3655,Andréa Ferréol
3658,Andrew Keir
3658,James Donald
3658,Barbara Shelley
3658,Julian Glover
3658,Bryan Marshall
3660,Paul Le Mat
3660,William Hickey
3660,Irene Miracle
3660,Jimmie F. Skaggs
3660,Robin Frates
3661,Elizabeth Maclellan
3661,Collin Bernsen
3661,Steve Welles
3661,Greg Webb
3661,Charlie Spradling
3662,Guy Rolfe
3662,Richard Lynch
3662,Ian Abercrombie
3662,Kristopher Logan
3662,Aron Eisenberg
3663,Gordon Currie
3663,Chandra West
3663,Ash Adams
3663,Teresa Hill
3663,Guy Rolfe
3664,Gordon Currie
3664,Chandra West
3664,Ian Ogilvy
3664,Teresa Hill
3664,Guy Rolfe
3667,Burt Reynolds
3667,Liza Minnelli
3667,James Remar
3667,Richard Masur
3667,Dionne Warwick
3668,Leonard Whiting
3668,Olivia Hussey
3668,John McEnery
3668,Michael York
3668,Milo O’Shea
3669,John Ritter
3669,Pam Dawber
3669,Jeffrey Jones
3669,David Tom
3669,Heather McComb
3671,Cleavon Little
3671,Gene Wilder
3671,Slim Pickens
3671,Harvey Korman
3671,Madeline Kahn
3672,Patsy Garrett
3672,Allen Fiuzat
3672,Cynthia Smith
3672,Peter Breck
3672,Frances Bavier
3673,Benjean
3673,Red Steagall
3673,Frank Inn
3673,Nancy Francis
3673,Bart the Bear
3674,Benjean
3674,Patsy Garrett
3674,Cynthia Smith
3674,Allen Fiuzat
3674,Ed Nelson
3675,Bing Crosby
3675,Danny Kaye
3675,Rosemary Clooney
3675,Vera-Ellen
3675,Dean Jagger
3676,Jack Nance
3676,Charlotte Stewart
3676,Allen Joseph
3676,Jeanne Bates
3676,Judith Roberts
3677,Patrick Disanto
3678,Frank Sinatra
3678,Eleanor Parker
3678,Kim Novak
3678,Arnold Stang
3678,Darren McGavin
3679,Eugene Tatu
3679,Alice Bag
3679,Claude Bessy
3679,Dinah Cancer
3679,Exene Cervenka
3680,Dave Mustaine
3680,Ozzy Osbourne
3680,Chris Holmes
3680,Lemmy Kilmister
3680,Paul Stanley
3681,Clint Eastwood
3681,Lee Van Cleef
3681,Gian Maria Volonté
3681,Luigi Pistilli
3681,Klaus Kinski
3682,Clint Eastwood
3682,Hal Holbrook
3682,Mitchell Ryan
3682,David Soul
3682,Felton Perry
3683,John Getz
3683,Frances McDormand
3683,Dan Hedaya
3683,M. Emmet Walsh
3683,Samm-Art Williams
3684,Michelle Pfeiffer
3684,Jeff Bridges
3684,Beau Bridges
3684,Jennifer Tilly
3684,Terri Treas
3685,Jack Nicholson
3685,Kathleen Turner
3685,Robert Loggia
3685,John Randolph
3685,William Hickey
3686,Kiefer Sutherland
3686,Julia Roberts
3686,Kevin Bacon
3686,William Baldwin
3686,Oliver Platt
3687,Catherine Chevallier
3687,Pierre-Marie Escourrou
3687,Anny Duperey
3687,Christine Pâris
3687,Georges Wilson
3688,Dan Monahan
3688,Mark Herrier
3688,Wyatt Knight
3688,Roger Wilson
3688,Cyril O'Reilly
3689,Dan Monahan
3689,Wyatt Knight
3689,Mark Herrier
3689,Roger Wilson
3689,Cyril O'Reilly
3690,Dan Monahan
3690,Wyatt Knight
3690,Tony Ganios
3690,Mark Herrier
3690,Kaki Hunter
3691,Phoebe Cates
3691,Betsy Russell
3691,Matthew Modine
3691,Michael Zorek
3691,Fran Ryan
3692,Janelle Brady
3692,Gil Brenton
3692,Robert Prichard
3692,Pat Ryan
3692,James Nugent Vernon
3693,Andree Maranda
3693,Mitch Cohen
3693,Jennifer Prichard
3693,Cindy Manion
3693,Robert Prichard
3694,Ron Fazio
3694,John Altamura
3694,Phoebe Legere
3694,Rick Collins
3694,Rikiya Yasuoka
3695,Ron Fazio
3695,John Altamura
3695,Rick Collins
3695,Phoebe Legere
3695,Lisa Gaye
3696,Jason Lively
3696,Steve Marshall
3696,Jill Whitlow
3696,Tom Atkins
3696,Wally Taylor
3697,Danny Glover
3697,Gary Busey
3697,Rubén Blades
3697,María Conchita Alonso
3697,Bill Paxton
3698,Arnold Schwarzenegger
3698,Richard Dawson
3698,María Conchita Alonso
3698,Yaphet Kotto
3698,Jim Brown
3699,Jeff Bridges
3699,Karen Allen
3699,Charles Martin Smith
3699,Richard Jaeckel
3699,Robert Phalen
3700,Joe Morton
3700,Rosanna Carter
3700,Ray Ramirez
3700,Yves Rene
3700,Peter Richardson
3701,James Caan
3701,Mandy Patinkin
3701,Terence Stamp
3701,Kevyn Major Howard
3701,Leslie Bevis
3702,Mel Gibson
3702,Joanne Samuel
3702,Hugh Keays-Byrne
3702,Steve Bisley
3702,Tim Burns
3703,Mel Gibson
3703,Bruce Spence
3703,Michael Preston
3703,Max Phipps
3703,Vernon Wells
3704,Mel Gibson
3704,Tina Turner
3704,Helen Buday
3704,Bruce Spence
3704,Angelo Rossitto
3705,Mel Gibson
3705,Goldie Hawn
3705,David Carradine
3705,Bill Duke
3705,Stephen Tobolowsky
3706,Mickey Rourke
3706,Robert De Niro
3706,Lisa Bonet
3706,Charlotte Rampling
3706,Stocker Fontelieu
3707,Mickey Rourke
3707,Kim Basinger
3707,Margaret Whitton
3707,David Margulies
3707,Christine Baranski
3708,David Keith
3708,Drew Barrymore
3708,Freddie Jones
3708,Heather Locklear
3708,Martin Sheen
3709,Brian Krause
3709,Mädchen Amick
3709,Alice Krige
3709,Jim Haynie
3709,Cindy Pickett
3710,Carl Weathers
3710,Craig T. Nelson
3710,Vanity
3710,Sharon Stone
3710,Thomas F. Wilson
3711,Leleti Khumalo
3711,Whoopi Goldberg
3711,John Kani
3711,Miriam Makeba
3711,Mary Twala
3712,Sally Field
3712,Kevin Kline
3712,Robert Downey Jr.
3712,Cathy Moriarty
3712,Teri Hatcher
3713,Sissy Spacek
3713,Whoopi Goldberg
3713,Dwight Schultz
3713,Ving Rhames
3713,Dylan Baker
3714,Whoopi Goldberg
3714,Michael Ontkean
3714,Kathleen Quinlan
3714,Neil Patrick Harris
3714,Spalding Gray
3715,Whoopi Goldberg
3715,Bobcat Goldthwait
3715,G.W. Bailey
3715,Lesley Ann Warren
3715,John Goodman
3716,Whoopi Goldberg
3716,Sam Elliott
3716,Rubén Blades
3716,Harris Yulin
3716,John P. Ryan
3717,Nicolas Cage
3717,Angelina Jolie
3717,Giovanni Ribisi
3717,Robert Duvall
3717,Delroy Lindo
3719,Kenneth Branagh
3719,Alessandro Nivola
3719,Adrian Lester
3719,Matthew Lillard
3719,Alicia Silverstone
3720,Ralph Fiennes
3720,Rosemary Harris
3720,Rachel Weisz
3720,Jennifer Ehle
3720,Deborah Kara Unger
3723,Mel Gibson
3723,Glenn Close
3723,Alan Bates
3723,Paul Scofield
3723,Ian Holm
3724,Jane Fonda
3724,Jon Voight
3724,Bruce Dern
3724,Penelope Milford
3724,Robert Carradine
3725,Ron Thompson
3725,Lisa Jane Persky
3725,Jeffrey Lippa
3725,Frank De Kova
3725,Roz Kelly
3726,Austin Stoker
3726,Darwin Joston
3726,Laurie Zimmer
3726,Martin West
3726,Tony Burton
3727,Adrian Pasdar
3727,Jenny Wright
3727,Lance Henriksen
3727,Bill Paxton
3727,Jenette Goldstein
3728,Bill Paxton
3728,Cynda Williams
3728,Billy Bob Thornton
3728,Michael Beach
3728,Jim Metzler
3729,Richard Roundtree
3729,Moses Gunn
3729,Charles Cioffi
3729,Christopher St. John
3729,Gwenn Mitchell
3730,Gene Hackman
3730,John Cazale
3730,Allen Garfield
3730,Frederic Forrest
3730,Cindy Williams
3731,Jeff Bridges
3731,John Heard
3731,Lisa Eichhorn
3731,Stephen Elliott
3731,Arthur Rosenberg
3732,Kirk Douglas
3732,John Cassavetes
3732,Amy Irving
3732,Carrie Snodgress
3732,Charles Durning
3733,Timothy Bottoms
3733,Lindsay Wagner
3733,John Houseman
3733,Graham Beckel
3733,James Naughton
3735,Al Pacino
3735,John Randolph
3735,Jack Kehoe
3735,Biff McGuire
3735,Barbara Eda-Young
3736,Kirk Douglas
3736,Jan Sterling
3736,Robert Arthur
3736,Porter Hall
3736,Frank Cady
3737,Kirk Douglas
3737,Gena Rowlands
3737,Walter Matthau
3737,Michael Kane
3737,Carroll O'Connor
3738,Goldie Hawn
3738,Ben Johnson
3738,Michael Sacks
3738,William Atherton
3738,Gregory Walcott
3739,Miriam Hopkins
3739,Kay Francis
3739,Herbert Marshall
3739,Charles Ruggles
3739,Edward Everett Horton
3740,Kurt Russell
3740,Kim Cattrall
3740,Dennis Dun
3740,James Hong
3740,Victor Wong
3741,Martin Sheen
3741,Sissy Spacek
3741,Warren Oates
3741,Ramon Bieri
3741,Alan Vint
3742,Aleksandr Antonov
3742,Vladimir Barsky
3742,Grigori Aleksandrov
3742,Ivan Bobrov
3742,Mikhail Gomorov
3743,Freddie Prinze Jr.
3743,Claire Forlani
3743,Jason Biggs
3743,Amanda Detmer
3743,Alyson Hannigan
3744,Samuel L. Jackson
3744,Vanessa Williams
3744,Jeffrey Wright
3744,Christian Bale
3744,Busta Rhymes
3745,Matt Damon
3745,Bill Pullman
3745,Drew Barrymore
3745,John Leguizamo
3745,Nathan Lane
