movie_id,keywords
1148,"robbery,inventor,diamond,human animal relationship,penguin,telecontrol,villain,surrealism,anthropomorphism,betrayal,stop motion,criminal,dog,jewel heist,claymation,plasticine,short film,preserved film"
1150,"husband wife relationship,countryside,court case,southern france,based on true story,historical figure,rural area,small village,identity theft,16th century"
1151,"magic,philosophy,puppet,surrealism,faust,stop motion,puppetry,devil,labyrinth,master,occult,based on myths, legends or folklore,live action and animation,clay animation,bizarre creatures,doctor faustus"
1156,innocence
1161,"puberty,adultery,lolita,suicide,based on novel or book,nazi,dwarf,gdansk, poland,circus,toxication,germany,married couple,pregnancy,world war ii,family's daily life,dark comedy,suffocation,lone wolf,kaschubia,synagogue,hitler youth,coming of age,family feud,red army,prenatal,1920s,1940s,new german cinema,1930s,invasion of normandy,war drama"
1162,"schizophrenia,great britain,asylum,delusion,dark comedy,country estate,satire,based on play or musical,inheritance fight"
1167,"con man,letter,god,money"
1171,"senate,election campaign,pennsylvania, usa,folk music,mockumentary,us republican party,political campaign,folk singer,fake documentary,media manipulation,political satire,hidden truth,assassination attempt"
1172,"parent child relationship,sicily, italy,movie business,kiss,coming of age,flashback,magic realism,haunted by the past,censorship,nuovo cinema paradiso,movie theater,romantic"
1173,"sadism,sexuality,allegory,cooking,restaurant,crime boss,satire,surrealism,sociopath,murder,brutality,avant-garde,public humiliation,stray dog,abusive husband,french cuisine,adulterous wife,cannibalism,violence"
1178,"army,france,based on novel or book,general,germany,world war i,patriotism,cowardice,idealism,idealist,black and white,soldier,anti war,1910s,war,fighting the system"
1180,"nightclub,liverpool, england,singer,ireland"
1183,"egypt,secret love,amnesia,airplane,cairo,identity,intelligence,traitor,burn,world war ii,landmine,expedition,cave,sandstorm,cave painting,prisoner of war,map,mine clearer,hearing,desert scientist,desert"
1184,"island,army,world war ii,greek island,italiani brava gente"
1185,"bodily disabled person,poet,biography,based on true story,foot,flashback,author,working class,disabled,cerebral palsy"
1186,"sexual obsession,sexuality,orgasm,spanner,louisiana,longing,interview,love affair,videotape,voyeurism,minimal"
1187,"wheelchair,louisiana,accident"
1188,"dance,husband wife relationship,dancer,parent child relationship,transformation,dance competition,revelation,musical,based on play or musical,partner,flashback,ballroom dancing,falling in love,dance lesson,championship,dance school,rhumba,paso doble"
1189,"death penalty,texas,investigation,dallas texas,trial,murder,police officer,miscarriage of justice"
1190,"prison,madrid, spain,kidnapping,ex-detainee,porn actor,inferiority complex,madness"
1191,"dance,concert,pop star,eroticism,musical,madonna,intimacy,portrait of an artist"
1192,"new york city,transvestism,aids,homophobia,drag queen,male homosexuality,transsexual,subculture,shoplifting,lgbt,drag,woman director,harlem, new york city,black lgbt,1980s,voguing,ball culture"
1193,"mentally disabled,friendship,based on novel or book,nurse,lunatic asylum,insane asylum,oregon, usa,hospital,medication,female villain,shock treatment,informative"
1194,"joint,drug trafficking,smoking,ecstasy,drug mule,friendship bracelet,marijuana,drugs,buddy,hitchhiking"
1196,"rebellion,android,spacecraft,asteroid,rebel,space battle,snowstorm,space colony,swamp,space opera,nostalgic,artic"
1197,"dreams,based on novel or book,narration,wrestling,miracle,sword fight,revenge,boat chase,pirate,wedding,swashbuckler,evil prince,screwball,impersonation,giant man,story within the story,hidden identity,fictitious country,grandfather grandson relationship,battle of wits,hilarious,romantic"
1198,"egypt,treasure,medallion,swastika,saving the world,nepal,himalaya mountain range,cairo,moses,hat,whip,leather jacket,mediterranean,ark of the covenant,ten commandments,nazi,excavation,riddle,treasure hunt,archaeologist,adventurer,archeology,religious history,1930s,dramatic"
1199,"dreams,government,bureaucracy,police state,great britain,technology,dystopia,office,dark comedy,satire,surrealism,steampunk,terrorism,bombing,job promotion,repairman,christmas"
1200,"android,space marine,extraterrestrial technology,spaceman,space travel,settler,colony,cryogenics,vacuum,space colony,warrior woman,alien,space,female protagonist,creature,desolate,female hero,xenomorph,desolate planet,exhilarated"
1201,"gold,army,bounty hunter,hitman,refugee,anti hero,moral ambiguity,gallows,outlaw,shootout,spaghetti western,american civil war"
1202,"drug dealer,london, england,northern england,countryside,alcohol,darkness,flat,bath,dark comedy,uncle,cigar smoking,cannabis,money,rural area,cottage,poverty,cafe,strangulation,drugs,buddy,alcohol abuse,farmer,british pub,buddy comedy,unemployed,1960s,gay theme,cult film"
1203,"death penalty,anonymity,court case,court,judge,jurors,father murder,class,heat,innocence,puerto rico,based on play or musical,courtroom,hostile,courtroom drama,cautionary,callous,doubtful,skeptical"
1204,"epic,cairo,world war i,arabian,horse,jerusalem,british army,british empire,damascus,camel,based on true story,gay interest,historical fiction,quicksand,desert,arab,thoughtful,ottoman empire,grand,provocative,commanding,powerful"
1206,"london, england,robbery,street gang,great britain,based on novel or book,nihilism,parent child relationship,society,sexuality,social worker,psychopath,dystopia,dark comedy,satire,beating,juvenile delinquent,home invasion,sex crime,futuristic society,ultraviolence,social decay,powerful"
1207,"right and justice,rape,sibling relationship,based on novel or book,court case,court,isolation,becoming an adult,falsely accused,black people,arbitrary law,alabama,socially deprived family,defence,tree house,farm worker,intolerance,exclusion,trial,racism,injustice,hostile,child,1930s,courtroom drama,desperate,malicious,based on young adult novel,dramatic,compassionate,empathetic"
1208,"guerrilla warfare,epic,vietnam war,journalist,mission,vietnam,vietcong,central intelligence agency (cia),cambodia,army,drug abuse,based on novel or book,secret mission,insanity,surrealism,tribe,green beret,jungle,descent into madness,brutality,riverboat,military,anti war"
1209,"small town,loss of loved one,harmonica,wedding party,spaghetti western,arizona territory,intercontintental railroad,outlaw gang,water pump,mysterious character,boom town,railroad company,hope for a new life,railroad construction,preserved film"
1210,"spacecraft,sibling relationship,rebel,emperor,space battle,matter of life and death,forest,desert,space opera,nostalgic"
1211,"berlin, germany,dreams,library,circus,angel,berlin wall,immortality,mortality"
1212,"staged death,black market,cemetery,investigation,soviet military,prater,british army,austria,cover-up,film noir,foot chase,vienna, austria,sewer,missing person,post world war ii,ferris wheel,grim,penicillin,forged passport,ominous"
1213,"prison,florida,new york city,based on novel or book,gangster,mass murder,drug trafficking,1970s,irish-american,gore,biography,based on true story,murder,organized crime,mafia,brooklyn, new york city,crime epic,tampa, florida"
1214,"android,spacecraft,space marine,biology,dystopia,countdown,space suit,beheading,space travel,cowardice,alien,space,female protagonist,parasite,space opera,cosmos,xenomorph"
1215,"witch,skeleton,swordplay,supermarket,prophecy,castle,time travel,catapult,chain saw,incantation,time frame,pit,windmill,undead,knight,zombie,middle ages (476-1453),necronomicon,doppelgänger,psychotronic,13th century,hilarious,enchant"
1216,"dying and death,friendship,suicide,diving,sports,parent child relationship,ocean,italy,competition,oxygen,sicily, italy,dolphin,apnoe-diving"
1217,"epic,assassination,kingdom,gun,greed,castle,heir to the throne,revenge,descent into madness,seppuku,inheritance fight,ruins,king lear,feudal japan,black widow,hopelessness"
1218,"blindness and impaired vision,police,hitman,hong kong,heroic bloodshed"
1219,"hotel,clerk,shower,arizona,motel,halloween,stolen money,taxidermy,money,secretary,whodunit,corpse,murderer,theft,mental illness,private detective,missing person,psycho,voyeurism,voyeur,oedipus complex,double identity,proto-slasher,mother son relationship,birds,anxious,dramatic,woman on the run,corruptibility,confused identities,human vulnerabilities"
1220,"prison,chicago, illinois,dancing,concert,country music,nazi,jazz,nun,music instrument,blues,shopping mall,road trip,church,buddy,parole,music,car chase,awestruck,euphoric,ridiculous"
1221,"based on novel or book,italian american,cuba,italy,gangster,praise,blackmail,symbolism,senator,revenge,murder,betrayal,organized crime,extortion,mafia,lawyer,suburb,sicilian mafia,corrupt politician,aggressive,1950s,violence,informative,new york"
1222,"rescue,sniper,vietnam war,suicide,vietnam,helicopter,army,prostitute,based on novel or book,propaganda,war correspondent,journalism,recruit,infantry,war photographer,boot camp,jungle,sergeant,racism,genocide,fighting,platoon,combat,discipline,u.s. marine,obstacle course,military,anti war,mass grave,blanket party,soldiers,war,tragic"
1224,"france,kingdom,theater play,based on true story,based on play or musical,sword fight,honor,battlefield,historical,combat,medieval,king of england,warrior,15th century"
1225,"opera,composer,musician,marriage crisis,italy,talent,emperor,austria,based on play or musical,mozart,god,murder,vienna, austria,envy,18th century"
1228,"jealousy,transporter,sports,brother,paranoia,violent husband,boxer,biography,fistfight,broken nose,domestic violence,over-the-hill fighter,boxing"
1230,"new york city,sports,tennis,narration,job interview,cocaine,neurosis,comedian,romantic comedy,love,singer,breaking the fourth wall,volkswagen beetle,lobster"
1231,"epic,based on novel or book,nasa,politics,cold war,answering machine,pilot,u.s. air force,space travel,flight,historical figure,astronaut,space race,test pilot,1940s,1950s,1960s,sound barrier,space program,astronauts"
1232,"based on novel or book,guard,wish,stalker,alien,strugatsky,writer,soldier,existentialism,mysterious,zone,beautifully filmed,ambiguous"
1233,"based on novel or book,submarine,war correspondent,atlantic ocean,gibraltar,world war ii,duty,suicide mission,drinking,sailor,convoy,destroyer,naval warfare,naval battle,battle of the atlantic"
1234,"bet,chicago, illinois,repayment,horse race,con man,mafia boss,heist,caper,ragtime,off track betting,sting operation,alley,1930s,mischievous,cautionary"
1235,"dying and death,depression,suicide,life and death,age difference,birthday,suicide attempt,dead wish,cemetery,life planning,banjo,cliff,arranged marriage,coming of age,wealth,older woman younger man relationship,elderly lady,age-gap relationship"
1236,"dark comedy,romantic comedy,long island, new york,repairman,unwanted pregnancy,high school drop out"
1237,"witch,dying and death,blacksmith,chess,countryside,allegory,crusade,artist,juggler,witch burning,last judgment,symbolism,sense of life,matter of life and death,grim reaper,black and white,demon,belief in god,middle ages (476-1453),meaning of life,virgin mary,black death,playing chess,death personified,death incarnate,life teacher,metaphysical,14th century,seeking a god,relaxed,metaphysical drama,metaphysics, mysticism, kabbalah, spiritism,the virgin mary"
1238,"small town,petrol,scotland,village life,village,houston,oil,rabbit,millionaire,black gold,seaside town,aurora borealis"
1240,"man vs machine,artificial intelligence (a.i.),saving the world,laser gun,cyborg,killer robot,shotgun,rebel,dystopia,villain,time travel,slasher,los angeles, california,urban setting,future war,savior,tech noir,time paradox,action hero,griffith observatory,good versus evil"
1241,"infidelity,poison,new zealand,reanimation,zombie,back from the dead,monkey,attempted rape,wellington new zealand"
1242,"racism,battle,union soldier,confederate soldier,american civil war,19th century,early america,african american history,american history"
1243,"fate,existentialism"
1244,"adultery,lolita,new york city,based on novel or book,based on true story,love,mistress,black and white,writer,relationship,divorce,true crime,manhattan, new york city,married"
1245,"street gang,corruption,prohibition era,gun,gambling debt,gangster,loyalty,irish-american,irish mob,betrayal,organized crime,shootout,drunkenness,neo-noir,1920s,violence"
1246,"individual,friendship,philosophy,poetry,literature,professor,based on true story,coming of age,teacher,school play,vermont,schoolteacher,preparatory school,1950s,inspirational,teenager,adoring"
1247,"love triangle,seduction,college,older woman seduces younger guy,romance,coming of age,los angeles, california,wedding,older woman younger man relationship,graduate,rape accusation,mother seduces daughter's fiancee,audacious,bold,defiant,inflammatory"
1248,"hotel,gangster,brothel,border,investigation,honeymoon,usa–mexico border,car bomb,film noir,black and white"
1249,"undercover agent,venice, italy,shotgun,secret identity,special unit,romance,secret government organization,hitwoman,female assassin,government assassin"
1250,"japan,based on novel or book,resistance,river,world war ii,prisoner of war,thailand,bridge,burma,pacific war,bridge blowup"
1251,"dying and death,adultery,depression,individual,unsociability,screenplay,suicide attempt,missile,scapegoat,movie business,allegory,difficult childhood,creative crisis,kurort,black and white,extramarital affair,existence,semi autobiographical"
1252,"dying and death,sea,pedophilia,rape,mistake in person,river,chinatown,barrage,conspiracy,whodunit,los angeles, california,private detective,neo-noir"
1253,"spacecraft,flying saucer,peace,remote control,ufo,social commentary,giant robot,black and white,military,physics professor,humanity,alien technology"
1254,"gold,mexico,based on novel or book,greed,gold rush,gold mine,friends,money,american,bandit,prospector,1920s"
1255,"new zealand,gore,collector,chainsaw,fast food,testosterone"
1256,"ambassador,dictator,widow,spy,siege,musical,lemonade,cigar smoking,slapstick comedy,black and white,pre-code,dowager,fictitious country,geofiction"
1257,"duck,nerd,paperboy,suicidal,teen comedy,snow skiing,aftercreditsstinger,duringcreditsstinger,skiing,hilarious,admiring,familiar"
1258,"hotel,child abuse,based on novel or book,isolation,telepathy,delusion,halloween,snowstorm,colorado,seclusion,surrealism,alcoholism,premonition,psychic power,caretaker,loneliness,vision,domestic violence,postmodern,psychological thriller,writer,twins,labyrinth,alcoholic,blizzard,mutilation,bloody body of child,extrasensory perception,uxoricide,motherhood,filicide,snowed in,burial ground,hypothermia,haunted hotel,psychological disintegration,paranoid,afi,frantic,pediatrician,repetition,mother son relationship,malicious,supernatural power,supernatural horror,ghost child,psychotronic film,writers-block,cabin fever,psychological horror,deal with the devil,nuclear family,avant garde,yosemite national park,twin sisters,identical twins,arrogant,assertive,enraged"
1259,"friendship,based on novel or book,leech,affectation,bullying,road trip,oregon, usa,coming of age,nostalgic,railroad track,story within the story,flipping coin,campfire story,pie eating,told in flashback,child,1950s,boys,coin toss,sentimental,admiring,familiar"
1260,"berlin, germany,germany,psychopath,detective inspector,child murder,investigation,organized crime,serial killer,black and white,criminal,pre-code,psycho,expressionism,criterion,german expressionism,crime"
1261,"deer,tape recorder,chainsaw,spirit,over the top,book of the dead,evil dead,eyeball,necronomicon,tarmac,meat cleaver,psychotronic,shocking"
1262,"prison,epic,uniform,swastika,prisoner,based on novel or book,nazi,escape,optimism,freedom,machinegun,switzerland,shower,dystopia,baseball,world war ii,prisoner of war,claustrophobia,attempt to escape,barbed wire,based on true story,prison guard,prison escape,tragedy,solitary confinement,motorcycle,alps mountains,british officer,1940s,luftwaffe,soldiers,ww2,nazis,wwii"
1263,"vietnam veteran,small town,suicide,vietnam,post-traumatic stress disorder (ptsd),escape,pennsylvania, usa,saigon,friends,russian roulette,wedding,deer hunting,steel worker,anti war,revolver,drunkenness,viet cong,romantic triangle,friends love same woman,prisoner of war camp,slavic american"
1264,"paris, france,mistake in person,subway,diva,postman,moped,singer,police corruption,recording,opera singer,prostitution ring"
1265,"deja vu,groundhog,weather forecast,telecaster,pennsylvania, usa,alarm clock,winter,time warp,holiday,time loop,magic realism,existentialism,groundhog day,february,whimsical"
1266,"prostitute,sheriff,right and justice,regret,wyoming, usa,kansas, usa,revenge,mutilation,one last job,reputation,19th century,englishman,pig farmer"
1267,"communist,cold war,korean war (1950-53),stepparents,conspiracy,brainwashed assassin,brainwashing,black and white,election,presidential candidate,sleeper agent,queen of diamonds,korea"
1269,"poison,cemetery,insanity,cellar,marriage,halloween,murder,serial killer,writer,corpse,critic,criterion"
1271,"based on novel or book,southern usa,alabama,tomato,cafe,bee,nursing home,tomboy,lesbian"
1272,"general,steel helmet,allies,world war ii,normandy, france,dead soldier,tank,biography,historical figure,d-day,destiny,preserved film"
1273,"prison,prostitute,escape,fight,pimp,new orleans, louisiana,louisiana,prison escape,bayou,convict,dj,cell mate"
1274,"army,street gang,saving the world,total destruction,experiment,general,megacity,atomic bomb,stadium,underground,mutation,dystopia,cyberpunk,based on manga,motorcycle gang,adult animation,psychotronic,anime,philosophical,2010s,excited"
1275,"new york city,martial arts,swordplay,immortality,scotland,sword,sword fight,fictional war,dark fantasy,warrior,sword and sorcery,supernatural power,good versus evil"
1276,"prison,dying and death,florida,based on novel or book,escape,loss of loved one,rebel,harassment,imprisonment,barbed wire,death,prison farm"
1277,"new love,paris, france,fencing,love letter,poet,nose,inferiority complex,based on play or musical,unrequited love,long nose,17th century"
1278,"monster,experiment,assistant,castle,bride,parody,mad scientist,laboratory,spoof,horror spoof,black and white,scientist,bawdy,frankenstein"
1279,"helsinki, finland,new york city,taxi,metropolis,paris, france,rome, italy,heart attack,megacity,taxi driver,german democratic republic,pastor,passenger,night life,casual meeting,casting agent,road trip,conflict,los angeles, california,episodic,finland,understanding"
1280,"competition,marriage,romantic rivalry,polygamy,concubine,wealth,intrigue,oppression,1920s"
1281,"amnesia,nazi,hairdresser,propaganda,world war i,dictator,jewish ghetto,fascism,world war ii,national socialism,national socialist party,satire,speech,black and white,barbershop,anti war,fictitious country"
1282,"classical music,villain,orchestra,musical,cartoon mouse,wizard,live action and animation"
1283,"gunslinger,showdown,fistfight,u.s. marshal,shootout,morality,black and white,battle,justice,one against many,quick draw,brawl,ticking clock"
1284,"based on novel or book,gambling,poison,blackmail,detective,drug addiction,sister,film noir,murder,private investigator,whodunit,los angeles, california,private detective,book store,missing person,prank telephone call,wealthy family"
1285,"high school,friendship,adolescence,suicide,diary,dark comedy,bully,teen movie,death,clique,bullied,compassionate"
1286,"hypnosis,time travel,love,playwright,photograph,1910s,stage actress"
1287,"epic,governor,middle east,based on novel or book,roman empire,politics,christianity,jew persecution,jewish life,roman,miracle,jerusalem,prince,chariot race,leprosy,redemption,religious conversion,ancient rome,gay interest,love,friends,remake,revenge,judaism,religion,historical fiction,period drama,dungeon,galley,hatred,sheikh,sea battle,jewish family,galley slave,childhood sweetheart,salvation,1st century,jesus christ,false imprisonment,judea,subjugated people,awestruck"
1288,"rock star,groupie,parody,mockumentary,rock band,found footage,aftercreditsstinger,duringcreditsstinger,amplifier,music industry,metal band"
1289,"human vs nature,technology,civilization,social commentary,rural area,nature run amok,nature,environment,environmental destruction,lost civilization,observational cinema,environmental disaster,nature documentary,man vs nature,environmental catastrophe,observational documentary,poetic documentary,environmental documentary,human in nature,independent film,no dialogue,dying civilization,environmental collapse,environmentally-themed"
1290,"teen movie,school,best friend,tomboy,female drummer"
1291,"saving the world,nazi,holy grail,venice, italy,entrapment,crusader,germany,riddle,brotherhood,zeppelin,tank,book burning,nazi officer,boat chase,gestapo,single father,traveling circus,archaeologist,bible quote,medieval,boy scouts,german soldier,motorcycle chase,hindenburg,german agent,1930s,biblical archaeology,father son relationship,adolf hitler,german language,knights templar,nazi germany,the crusades"
1292,"usa president,washington dc, usa,based on novel or book,identity,autism,impotence,botanist"
1293,"muslim,strike,prayer,freedom,independence,release from prison,demonstration,world war ii,imprisonment,colony,hunger strike,hindu,british army,political negotiations,conference,nonviolent resistance,apartheid,british empire,protest,independence movement,biography,idealism,based on true story,idealist,fighting the system"
1295,"infidelity,waitress,based on novel or book,free love,photographer,loyalty,lover,soviet union,soviet military,surgeon,prague, czech republic,partnership,warsaw pact,communism,1960s"
1296,"based on novel or book,england,tennis,kiss,surrey,bed and breakfast (b&b),florence, italy,skinny dipping,spinster,edwardian england,1900s"
1297,"genius,laser,boy genius,ego,teen comedy,usaf,computer cracker,woman director"
1298,"rock star,berlin wall,paranoia,wall,descent into madness,rock musical,adult animation"
1299,"journalist,vietnam,cambodia,civil war,based on novel or book,photographer,mass murder,1970s,evacuation,embassy,national socialist party,killing fields,red khmer,pol pot,pulitzer prize,based on true story,brutality,genocide,communism,violence"
1300,"underdog,based on novel or book,sweden,uncle,gay interest,loneliness,rural area,dog,transsexual,tomboy,1950s,boxing"
1301,"flying saucer,rescue mission,space,alien planet,robot,sabotage,mysterious death,alien civilization,lone survivor,extinct race,invisible monster,ray weapons,mind enhancement,atomic power plant,romantic triangle"
1302,"farm,regret,based on novel or book,sports,baseball,iowa,miracle,road trip,author,doctor,recluse,pta,ghost,reconciliation,hearing voices,school board,cornfield"
1303,"journalist,gold,treasure,robbery,cheating,coronation,con man,british army,british empire,friends,soldier,king,battle,ruler,based on short story,19th century,british raj"
1304,"dynamite,bolivia,male friendship,on the run,shootout,buddy,sundance kid,butch cassidy,train robbery,posse,last stand,escape plan,western bandits,preserved film,comforting,excited"
1305,"van,regret,sibling relationship,texas,peep show,redemption,mute,los angeles, california,on the road,desert,family,modern-day western,neo-western,new german cinema"
1306,"satellite,road trip"
1307,"new york city,friendship,husband wife relationship,orgasm,restaurant,platonic love,diner,central park,central park, new york city,romantic"
1310,"heroin,seattle, washington,grunge,rock music,hard rock,buzz,garage rock,music industry,alternative music,pacific northwest,sub pop,flannel shirts"
1312,"judge,rope,sister,daydream,insecurity,incest,crucifix,lipstick,tightrope,cutter,peony,mastercard,woman director"
1318,"dance,surfing,sports,cornwall, england"
1320,"prison,android,spacecraft,dystopia,imprisonment,space travel,space colony,redemption,rottweiler,sequel,alien,space,creature,planet,shaved head,crash landing,impregnation,penal colony,furnace,suspended animation,xenomorph,desperate,absurd"
1321,"dying and death,london, england,intensive care,nurse,loss of loved one,zoo,transformation,full moon,black humor,london underground,yorkshire,rural area,werewolf,creature,moor (terrain),british pub,dream sequence,hikers,london zoo,practical special effects,incredulous,foreboding,horrified"
1325,"photographer,shotgun,religion and supernatural,evil"
1326,"child abuse,sibling relationship,abusive father,exorcism,poltergeist,possession,house,dysfunctional family,prequel,church,demon,incest,evil,demonic possession"
1329,"virgin,rape,communist,vampire,italy,coffin,parody,incest,campy"
1330,"island,murder,teen movie,slasher,april fool's day,canuxploitation,elimination derby,college friends"
1331,"based on novel or book,nightmare,stranger,curious,frantic,desperate,complex,anxious,dramatic,compassionate"
1332,"new york city,ritual,gun,voodoo,barn,cult,cigar smoking,death,ritual murder,ritual sacrifice,suicide by cop,voodoo ritual,prosperity,dance ritual,african deities,santería,suicide by gun,child sacrifice"
1333,"pet shop,seclusion,playground,fireplace,seagull,bird attack,socialite,based on short story,practical joke,schoolteacher,lovebird,shopkeeper,unsolved mystery,schoolhouse,frightened"
1334,"small town,monster,film in film,blob,meteorite,town in panic,missing person,good cop bad cop,space monster,fire extinguisher,teenage hero,kid brother,teenage heroine,unkillable monster,people eater,night of horror,high school kids,serious"
1335,"beach,monster,sand,spoof"
1336,"death row,psychologist,car accident"
1337,"blackmail,edinburgh, scotland,murder,medical profession,grave robber,cadaver,dissection,medical research,medical student,body snatching,burking,medical education,child in distress,medical ethics,body snatcher"
1339,"adultery,london, england,transylvania,vampire,bite,camping,maze,remake,rough sex,wake,religious conflict,correspondence,19th century,15th century"
1340,"hermit,monster,lightning,cemetery,mill,mad scientist,black and white,comedic relief,frankenstein,shrunken human"
1341,"child abuse,husband wife relationship,based on novel or book,window,cemetery,coffin,possession,caretaker,summer vacation,old dark house,old house,psychosis"
1342,"based on novel or book,investigation,urban legend,urban,university,evil,candyman,hook for a hand,housing project,urban decay,romantic"
1343,"prison,small town,child abuse,rape,houseboat,cigar smoking,remake,revenge,stalking,lawyer,psychological thriller,fear,rebellious daughter,rapist,private detective,killing a dog,threat to family,family terrorized"
1344,"small town,psychopath,poison,ex-detainee,boat,film noir,lawyer,killing a dog,listening to the radio,aggressive,intense,threat to family,family terrorized"
1345,"high school,child abuse,based on novel or book,isolation,cemetery,stage,bible,telekinesis,teacher,revenge,unrequited love,prom,religion,teenage girl,school,cruelty,rage,humiliation,crucifix,praying,outsider,taunting,hostile,abusive mother,firestorm,religious horror,mother daughter relationship,supernatural horror,school bullying,suspenseful,horrified"
1346,"cat,shotgun,transformation,remake,attack,lingerie,held captive,incest,dissection,morphing,jungle cat,erotic movie,turned into animal,animal transformation,cats"
1347,"dreams,nightmare,psychopath,sleep,child murder,supernatural,ohio,murder,slasher,trapped,alcoholic,boiler room,booby trap,nostalgic,disfigurement,medical test,nightmare becomes reality,caffeine,shocking,vexed,frantic,grim,desperate,anxious,supernatural horror,suspenseful,frightened,franchise starter"
1348,"self sacrifice,transylvania,germany,loss of loved one,vampire,shapeshifting,coffin,supernatural,castle,ghost ship,black and white,silent film,seashore,vampire bat,real estate agent,ghoul,psychotronic,locket,sailing ship,corpse in coffin,nosferatu,real estate,black death,expressionism,mountain country,sleepwalking,romania,rat,german expressionism,dracula,admiring"
1349,"venice, italy,gypsy,vampire,carnival"
1350,"ambassador,prophecy,monk,photography,nanny,paranormal phenomena,rottweiler,devil's son,revelation,satan,anti-christ,decapitation,priest,religion,cowardliness,devil,baboon,archaeologist,awestruck,666"
1351,"robbery,miami, florida,diamond,fight,gun,heist,love,murder,theft,neo-noir"
1352,"sibling relationship,police,gun,hostage,siege"
1353,"professor,wedding,woman director,columbia university"
1354,"underdog,dying and death,prostitute,paraplegic,parent child relationship,faith,scotland,society,tradition,prayer,excommunication,authority,1970s,coercion,god,priest,church,polyamory,disabled,oil rig ,oil platform,scottish highlands"
1355,"expensive restaurant,night watchman,investigation,remake,best friend"
1356,"spacecraft,teleportation,inventor,starship,resistance,borg,enterprise-e,cyborg,montana,repayment,obsession,time travel,speed of light,business start-up,space opera,first contact,outer space,traumatized man"
1357,"australia,letter,child prodigy,biography,jumping,pianist,concert hall,breakdown,piano"
1358,"arkansas,repair shop,southern,death threat,religious art,father figure,intellectual disability"
1359,"husband wife relationship,holiday,minnesota,christmas party,santa claus,shopping mall,puppet,christmas,father son relationship,lighthearted"
1361,"right and justice,child murder,arkansas,miscarriage of justice,satanic panic,west memphis three"
1363,"angel,church choir,gospel,reverend,crisis of faith,woman director,christmas"
1365,"court,bedroom,painter,versailles,duel,rabbit,drainage project,powder,18th century,sign languages,aristocracy"
1366,"witch,massachusetts,based on play or musical,satan,curse,salem, massachusetts,17th century,salem witch trials"
1367,"london, england,fur,fashion designer,puppy,fur coat,based on children's book,dog,dalmatian,female villain,pets,live action remake"
1370,"helicopter,airport,based on novel or book,ambush,cop,sequel,snow,shootout,terrorism,explosion,church,commando,news reporter,air traffic control,virginia,terrorist plot,snowmobile,action hero,plane crash,christmas eve,tense,airplanes,airport police,rogue military,washington dulles international airport"
1371,"spacecraft,man vs machine,artificial intelligence (a.i.),self sacrifice,teleportation,san francisco, california,starship,space opera,reunited friends,outer space,lighthearted,didactic,reminiscent,sentimental,hopeful,melodramatic,sympathetic"
1372,"spacecraft,plan,farewell,court case,teleportation,starship,uss enterprise-a,rura penthe,peace conference,peace contract,conspiracy,political assassination,space opera,mentor protégé relationship,environmental disaster,outer space"
1373,"spacecraft,self sacrifice,teleportation,starship,loss of loved one,uss enterprise-a,hostage,liberation of hostage,half-brother,space western,romulans,belief in god,cult leader,space opera,levitation,deity,el capitan,outer space,jailbreak"
1374,"spacecraft,life and death,genetics,asteroid,self sacrifice,teleportation,genesis,midlife crisis,terraforming,simulator,cadet,radiation,uss reliant,starship,revenge,cynical,weapon of mass destruction,space opera,macabre,nostalgic,mentor protégé relationship,taunting,hard,angry,aggressive,desperate,outer space,dramatic,egotistical,antagonistic,arrogant,assertive,defiant,disdainful,disheartening,tragic"
1375,"spacecraft,friendship,teleportation,genesis,starship,affectation,grave,resurrection,destruction of planet,space opera,macabre,alien friendship,father son relationship,mating ritual,outer space,sentimental,appreciative,baffled,compassionate,disapproving,disheartening,frustrated"
1376,"spacecraft,saving the world,teleportation,san francisco, california,starship,whale,marine biologist,uss enterprise-a,time travel,humpback whale,space opera,nostalgic,whaling ship,philosophical,aircraft carrier,outer space,playful,space probe,cloaking device,inspirational,lighthearted,grand,didactic,sentimental,adoring,amused,appreciative,approving,celebratory,compassionate,exhilarated,exuberant,informative,sympathetic"
1377,"double life,corruption,darkness,crime fighter,superhero,hallucination,villain,christmas tree,based on comic,revenge,vigilante,dark hero,super power,super villain,deformed,bird cage,evil circus,christmas,good versus evil,burton"
1378,"sheriff,bounty hunter,corruption,deputy sheriff,anti hero,ranch,based on true story,outlaw,neighbor,cowboy,aggressive,new mexico territory,1870s,absurd,sentimental,hilarious,whimsical,admiring,adoring,defiant,sarcastic,tragic,vibrant"
1379,"prison,prostitute,sheriff,bounty hunter,mexico,escape,anti hero,mexican standoff,native american,sequel,outlaw,cowboy,frantic,new mexico territory,1870s,admiring,assertive,enthusiastic,euphoric"
1380,"australia,high school,flying car,california,jealousy,street gang,cheerleader,dance competition,carnival,musical,based on play or musical,rivalry,high school graduation,high school friends,tv show in film,gossip,makeover,clique,greaser,school dance,animated credits,pep rally,wrong side of the tracks,mooning,opposites attract,letterman jacket,girl gang,track and field,summer romance,1950s,sweethearts,street racing,west side story,goody two shoes,rival gang,going steady,two-faced,absurd"
1381,"musical,talent show,motorcycle,woman director"
1382,"voodoo,cop,murder,family,angry,aggressive,suspicious,dreary,ambiguous,apathetic,cliché,mocking,tragic,vibrant"
